Farm_ID,State,District,Crop,Season,Farm_Area_Hectares,Rainfall_mm,Avg_Temperature_C,Humidity_pct,Sunlight_Hours_Day,Soil_pH,Soil_Moisture_pct,Nitrogen_kg_ha,Phosphorus_kg_ha,Potassium_kg_ha,Irrigation_Method,Fertilizer_kg_ha,Pesticide_Litre_ha,Seed_Quality_Score,Yield_Tonnes_Ha,Production_Tonnes,Market_Price_INR_Tonne,Total_Cost_INR,Revenue_INR,Profit_INR,Water_Used_m3,Water_Efficiency_t_per_1000m3,Disease_Pest_Risk_pct,Profit_per_Hectare,Revenue_per_Hectare,Cost_per_Hectare,Calculated_Production,Production_Error,Calculated_Profit,Profit_Error,Agricultural_Performance_Index
SF13046,Andhra Pradesh,Ludhiana,Maize,Kharif,14.96,893.9,29.4,73.6,5.6,6.41,24.1,169.2,38.5,74.1,Flood,260.9,5.88,0.99,3.34,49.97,19855,1135493,992154,-143339,11150,4.482,61.5,-9581.48395721925,66320.45454545454,75901.93850267379,49.9664,0.0035999999999987153,-143339,0,0.14361808414753696
SF13047,Punjab,Ludhiana,Cotton,Kharif,4.49,860.8,31.5,86.8,7.7,7.09,31.2,93.4,42.8,115.2,Flood,161.2,7.81,0.91,1.55,6.96,73897,301006,514323,213317,3946,1.764,42.1,47509.35412026726,114548.55233853006,67039.1982182628,6.9595,0.0004999999999997229,213317,0,0.20509164415678488
SF13048,Gujarat,Warangal,Maize,Rabi,11.36,263.6,22.1,53.2,7.1,7.04,26.9,88.0,84.8,131.5,Sprinkler,118.1,4.73,0.77,3.04,34.53,20402,724429,704481,-19948,7190,4.803,41.9,-1755.985915492958,62014.17253521127,63770.15845070423,34.5344,-0.004399999999996851,-19948,0,0.20803693674102602
SF13049,Maharashtra,Nalgonda,Maize,Kharif,6.06,979.0,30.7,72.9,4.9,7.33,28.6,119.9,60.1,120.6,Drip,149.8,2.53,0.85,2.75,16.66,21304,308572,354925,46353,3092,5.388,69.2,7649.0099009901,58568.48184818482,50919.471947194725,16.665,-0.004999999999999005,46353,0,0.13089879996775222
SF13050,Telangana,Indore,Groundnut,Rabi,6.06,374.0,21.9,75.1,7.9,6.72,31.8,172.6,51.8,86.4,Drip,136.4,7.47,0.76,1.89,11.45,58276,395354,667260,271906,2578,4.441,38.9,44868.97689768977,110108.91089108912,65239.93399339935,11.453399999999998,-0.0033999999999991815,271906,0,0.22659835793605326
SF13051,Punjab,Raichur,Cotton,Zaid,2.55,192.3,31.7,60.0,9.4,6.69,22.1,149.4,68.8,139.8,Flood,114.3,9.7,0.85,1.04,2.65,70168,163058,185945,22887,2441,1.086,18.2,8975.29411764706,72919.60784313726,63944.3137254902,2.6519999999999997,-0.0019999999999997797,22887,0,0.26404478135671444
SF13052,Karnataka,Raichur,Rice,Rabi,12.49,583.0,23.8,63.6,7.1,6.17,20.3,158.9,36.8,67.7,Drip,272.9,4.9,0.91,3.09,38.59,23109,860710,891776,31066,15228,2.534,47.3,2487.2698158526823,71399.19935948758,68911.9295436349,38.5941,-0.004099999999993997,31066,0,0.18732682649583732
SF13053,Telangana,Indore,Cotton,Zaid,13.94,442.7,27.6,42.8,7.7,7.37,10.6,105.7,91.3,96.5,Drip,243.8,6.94,0.93,1.0,13.94,62634,1044648,873118,-171530,9239,1.509,37.7,-12304.878048780489,62634.00286944046,74938.88091822095,13.94,0.0,-171530,0,0.19810834811519332
SF13054,Karnataka,Krishna,Cotton,Rabi,3.48,640.9,19.6,63.4,6.6,6.74,22.2,113.3,82.2,118.0,Drip,188.9,5.01,0.87,2.09,7.27,69721,285579,506872,221293,2230,3.26,42.7,63589.942528735635,145652.8735632184,82062.93103448275,7.273199999999999,-0.0031999999999996476,221293,0,0.20970493672347773
SF13055,Madhya Pradesh,Krishna,Groundnut,Kharif,8.37,925.9,30.7,77.1,6.6,5.73,36.1,194.0,83.8,135.5,Flood,248.0,4.86,0.92,0.64,5.36,58314,628566,312563,-316003,5780,0.927,71.4,-37754.24133811231,37343.24970131422,75097.49103942653,5.3568,0.0032000000000005357,-316003,0,0.0882422849457569
SF13056,Maharashtra,Krishna,Chilli,Zaid,14.29,213.9,31.2,52.4,11.0,5.2,22.5,74.8,56.1,73.2,Drip,241.1,5.81,0.82,0.3,4.29,95583,1056159,410051,-646108,8337,0.515,36.0,-45213.995801259625,28694.96151154654,73908.95731280616,4.287,0.0030000000000001137,-646108,0,0.17620830915383612
SF13057,Tamil Nadu,Krishna,Rice,Rabi,13.42,568.8,21.1,44.2,5.6,5.93,30.2,127.0,68.8,47.5,Flood,147.7,2.97,1.0,1.47,19.73,22803,869823,449903,-419920,26316,0.75,50.0,-31290.611028315947,33524.81371087929,64815.42473919523,19.7274,0.002600000000001046,-419920,0,0.1486621549641615
SF13058,Maharashtra,Nalgonda,Pulses,Rabi,12.21,482.1,17.9,68.0,8.0,6.33,28.7,92.3,37.6,111.5,Rainfed,104.1,6.71,0.94,0.83,10.13,79020,796019,800473,4454,2445,4.143,38.4,364.78296478296477,65558.80425880426,65194.02129402129,10.1343,-0.00429999999999886,4454,0,0.21206928873155598
SF13059,Telangana,Warangal,Rice,Rabi,14.67,223.9,20.8,61.9,6.4,6.77,18.6,106.4,67.5,105.2,Drip,162.9,9.56,0.84,3.75,55.01,20346,878820,1119233,240413,17903,3.073,20.0,16388.070892978867,76294.00136332652,59905.93047034765,55.0125,-0.0025000000000048317,240413,0,0.28175239434357957
SF13060,Andhra Pradesh,Ludhiana,Wheat,Rabi,3.52,160.1,26.9,44.4,6.3,7.99,34.1,127.3,67.9,67.1,Sprinkler,257.9,2.25,0.91,0.3,1.06,23496,243658,24906,-218752,1696,0.625,35.4,-62145.454545454544,7075.568181818182,69221.02272727272,1.056,0.0040000000000000036,-218752,0,0.19825674152936656
SF13061,Telangana,Krishna,Wheat,Rabi,7.41,774.1,22.9,53.7,8.1,7.18,28.4,155.4,61.5,130.8,Drip,209.0,7.94,0.91,2.75,20.38,21644,496823,441105,-55718,3555,5.733,44.7,-7519.298245614035,59528.34008097166,67047.6383265857,20.3775,0.0024999999999977263,-55718,0,0.20022838128174314
SF13062,Gujarat,Erode,Rice,Rabi,3.43,333.2,22.9,63.7,7.0,6.79,19.2,129.8,70.0,92.7,Drip,176.8,5.65,0.78,3.47,11.9,17930,221597,213367,-8230,5254,2.265,30.4,-2399.416909620991,62206.122448979586,64605.53935860058,11.9021,-0.002100000000000435,-8230,0,0.2359482779867447
SF13063,Tamil Nadu,Raichur,Maize,Rabi,3.01,435.3,24.3,55.6,7.4,8.01,18.8,123.6,58.8,98.3,Flood,184.5,6.48,0.85,0.49,1.47,22014,219963,32361,-187602,2228,0.66,32.5,-62326.245847176084,10751.162790697676,73077.40863787376,1.4748999999999999,-0.004899999999999904,-187602,0,0.208929096138556
SF13064,Maharashtra,Rajkot,Wheat,Rabi,7.31,739.3,23.4,53.6,9.1,6.9,26.7,59.1,59.1,83.1,Rainfed,196.8,8.55,0.74,2.33,17.03,20258,460352,344994,-115358,2455,6.937,33.7,-15780.848153214774,47194.80164158687,62975.64979480165,17.0323,-0.0022999999999981924,-115358,0,0.2329663453225125
SF13065,Punjab,Ludhiana,Maize,Kharif,13.86,582.0,26.4,71.8,5.9,6.34,30.5,99.9,67.8,73.8,Flood,270.4,4.5,0.92,3.1,42.97,17947,983669,771183,-212486,10333,4.159,63.4,-15330.880230880231,55640.909090909096,70971.78932178933,42.966,0.003999999999997783,-212486,0,0.1331273777054815
SF13066,Maharashtra,Nalgonda,Wheat,Rabi,4.37,283.8,25.9,60.9,7.2,6.91,29.9,60.7,25.4,81.4,Flood,175.2,2.01,0.77,2.79,12.19,23120,277436,281833,4397,2869,4.249,53.0,1006.1784897025171,64492.677345537755,63486.49885583524,12.192300000000001,-0.002300000000001745,4397,0,0.17373987338660082
SF13067,Andhra Pradesh,Rajkot,Rice,Zaid,1.12,470.2,32.1,62.4,6.4,7.15,19.5,52.1,24.4,77.6,Flood,176.3,7.24,0.68,2.03,2.27,21361,74690,48489,-26201,2137,1.062,45.6,-23393.749999999996,43293.74999999999,66687.5,2.2736,-0.0036000000000000476,-26201,0,0.18248418349582657
SF13068,Telangana,Nalgonda,Pulses,Rabi,8.02,331.7,23.1,56.0,8.7,6.54,29.8,123.8,55.5,121.4,Flood,110.4,3.89,0.73,1.24,9.94,60034,507602,596738,89136,4213,2.359,37.7,11114.214463840399,74406.2344139651,63292.01995012469,9.944799999999999,-0.004799999999999471,89136,0,0.2135164094085458
SF13069,Madhya Pradesh,Rajkot,Cotton,Zaid,9.21,467.2,27.7,50.1,10.1,6.01,15.9,165.9,41.4,128.9,Drip,327.0,5.67,0.9,1.07,9.85,69157,688410,681196,-7214,5787,1.702,40.1,-783.2790445168295,73962.64929424538,74745.92833876221,9.854700000000001,-0.004700000000001481,-7214,0,0.19939302419390575
SF13070,Madhya Pradesh,Guntur,Rice,Kharif,8.86,1130.8,31.3,62.2,8.5,6.8,27.9,146.2,86.9,132.0,Rainfed,273.9,4.67,0.72,2.73,24.19,24948,675611,603492,-72119,6920,3.496,71.6,-8139.841986455983,68114.22121896163,76254.06320541761,24.1878,0.002200000000001978,-72119,0,0.1122396673496842
SF13071,Telangana,Ludhiana,Groundnut,Rabi,2.95,731.2,21.5,61.0,7.4,6.68,24.1,105.1,35.4,129.3,Flood,222.2,5.43,0.82,2.16,6.37,52865,232268,336750,104482,1671,3.812,40.9,35417.627118644064,114152.54237288135,78734.91525423729,6.372000000000001,-0.002000000000000668,104482,0,0.21153018817479946
SF13072,Punjab,Nalgonda,Maize,Rabi,8.6,502.1,23.7,65.0,7.5,6.64,35.4,168.7,49.4,102.3,Rainfed,190.1,6.89,0.8,4.01,34.49,21517,525014,742121,217107,2588,13.327,35.7,25245.0,86293.13953488372,61048.139534883725,34.486,0.0040000000000048885,217107,0,0.2667055895572246
SF13073,Andhra Pradesh,Raichur,Rice,Kharif,11.98,783.1,28.9,57.6,7.0,5.74,29.7,96.9,26.2,86.0,Sprinkler,157.2,1.81,0.93,1.14,13.66,22635,776649,309194,-467455,18037,0.757,52.8,-39019.616026711185,25809.181969949917,64828.7979966611,13.6572,0.00280000000000058,-467455,0,0.13730995689993067
SF13074,Tamil Nadu,Krishna,Chilli,Rabi,5.45,658.4,23.8,61.4,7.2,5.77,24.8,100.6,35.7,74.0,Rainfed,182.3,4.07,0.86,0.69,3.76,106312,343283,399733,56450,1822,2.064,50.0,10357.798165137614,73345.50458715596,62987.706422018346,3.7605,-0.000500000000000167,56450,0,0.17305716756878747
SF13075,Gujarat,Indore,Wheat,Rabi,1.78,127.8,21.4,56.5,8.2,7.71,30.7,117.8,44.5,142.8,Flood,205.4,2.57,0.95,0.66,1.17,22983,107869,26890,-80979,1234,0.948,38.7,-45493.8202247191,15106.741573033707,60600.56179775281,1.1748,-0.0048000000000001375,-80979,0,0.1967474987362266
SF13076,Karnataka,Warangal,Wheat,Kharif,14.24,731.0,24.5,62.4,6.7,7.34,24.7,120.2,92.9,101.8,Rainfed,163.1,8.97,0.76,1.78,25.35,22910,890762,580768,-309994,4569,5.548,27.9,-21769.24157303371,40784.269662921346,62553.511235955055,25.3472,0.00280000000000058,-309994,0,0.23546013202252983
SF13077,Maharashtra,Warangal,Groundnut,Zaid,12.93,80.0,29.7,43.0,10.2,6.99,16.5,151.1,60.1,131.1,Drip,219.3,3.07,0.92,1.46,18.88,64379,889073,1215476,326403,5656,3.338,34.0,25243.85150812065,94004.33101314772,68760.47950502708,18.8778,0.0021999999999984254,326403,0,0.2392144577554371
SF13078,Telangana,Krishna,Cotton,Rabi,1.86,592.2,28.2,40.7,4.7,6.73,26.5,137.1,56.3,106.3,Rainfed,213.2,7.88,0.89,2.02,3.76,58161,150060,218685,68625,837,4.492,19.1,36895.161290322576,117572.58064516129,80677.41935483871,3.7572,0.0027999999999996916,68625,0,0.27660536580044115
SF13079,Telangana,Raichur,Sugarcane,Kharif,2.9,721.9,31.3,74.1,6.5,7.36,32.1,197.1,95.8,143.2,Flood,124.1,3.73,0.66,54.66,158.51,3182,179287,504379,325092,5921,26.771,57.6,112100.68965517242,173923.7931034483,61823.10344827586,158.51399999999998,-0.003999999999990678,325092,0,0.3738684987154719
SF13080,Punjab,Krishna,Pulses,Rabi,0.65,470.9,20.4,60.7,6.7,6.15,23.0,104.7,31.4,92.8,Drip,124.3,5.99,0.91,0.86,0.56,70677,42865,39579,-3286,223,2.511,35.0,-5055.384615384615,60890.76923076923,65946.15384615384,0.559,0.0010000000000000009,-3286,0,0.21679241082566952
SF13081,Karnataka,Rajkot,Rice,Kharif,1.29,1019.5,29.2,83.8,6.4,5.28,21.7,104.5,45.1,55.9,Drip,182.8,3.12,0.67,0.3,0.39,24310,73831,9481,-64350,1631,0.239,75.9,-49883.72093023256,7349.612403100775,57233.33333333333,0.387,0.0030000000000000027,-64350,0,0.08356139054158583
SF13082,Madhya Pradesh,Raichur,Wheat,Rabi,12.33,106.8,21.1,59.3,7.4,7.34,18.4,89.9,47.3,105.1,Rainfed,303.1,6.39,0.99,1.11,13.69,23891,996573,327068,-669505,3667,3.733,25.8,-54298.86455798864,26526.196269261964,80825.0608272506,13.686300000000001,0.0036999999999984823,-669505,0,0.21761201406942704
SF13083,Karnataka,Ludhiana,Cotton,Rabi,5.93,548.6,25.3,45.3,8.9,5.94,28.6,107.6,24.5,51.0,Flood,159.5,4.07,0.97,0.85,5.04,75403,397433,380031,-17402,6169,0.817,45.2,-2934.5699831365937,64086.172006745364,67020.74198988196,5.0405,-0.0004999999999997229,-17402,0,0.18040053086018798
SF13084,Maharashtra,Guntur,Pulses,Rabi,9.98,518.7,21.6,44.4,6.2,7.19,16.4,167.4,15.0,103.3,Flood,152.0,1.93,0.91,0.96,9.58,60695,553853,581458,27605,4873,1.966,34.7,2766.0320641282565,58262.32464929859,55496.29258517034,9.5808,-0.0007999999999999119,27605,0,0.21766279176116554
SF13085,Telangana,Nashik,Chilli,Rabi,0.81,698.4,19.9,68.3,7.5,5.85,21.3,140.8,52.0,131.2,Drip,145.9,4.41,0.86,1.12,0.91,131157,46557,119353,72796,462,1.97,40.2,89871.6049382716,147349.38271604938,57477.777777777774,0.9072000000000001,0.0027999999999999137,72796,0,0.20378824244988952
SF13086,Maharashtra,Indore,Wheat,Kharif,11.38,1081.7,27.6,53.6,8.7,7.54,24.2,109.0,37.3,81.1,Rainfed,205.0,8.81,0.78,1.18,13.43,23230,768769,311979,-456790,3187,4.214,38.0,-40139.718804920914,27414.674868189806,67554.39367311071,13.4284,0.0015999999999998238,-456790,0,0.19285450634422147
SF13087,Telangana,Nashik,Maize,Kharif,8.04,970.9,27.8,67.8,7.7,6.27,27.1,161.3,44.4,108.7,Drip,178.9,3.88,0.93,3.6,28.94,19610,470726,567513,96787,3919,7.385,59.8,12038.184079601991,70586.19402985075,58548.009950248765,28.944,-0.003999999999997783,96787,0,0.16962654643976993
SF13088,Madhya Pradesh,Raichur,Rice,Kharif,14.74,657.1,29.1,79.6,7.1,6.93,26.8,136.7,30.4,138.9,Flood,185.9,4.16,0.93,1.74,50.71,23612,1050769,1197365,146596,28990,1.749,63.7,9945.454545454546,81232.36092265943,71286.90637720488,25.6476,25.0624,146596,0,0.1380425889699219
SF13089,Gujarat,Krishna,Maize,Rabi,14.42,390.4,23.0,52.4,7.3,6.17,28.9,124.0,28.0,88.2,Sprinkler,174.3,5.63,0.76,2.87,41.39,20685,962601,856152,-106449,8247,5.019,43.4,-7382.038834951456,59372.538141470184,66754.57697642164,41.385400000000004,0.004599999999996385,-106449,0,0.19979388992767114
SF13090,Telangana,Rajkot,Maize,Zaid,10.38,310.3,33.2,51.6,9.7,5.97,22.0,126.0,59.2,157.9,Drip,207.7,6.98,0.84,1.71,17.75,18586,598683,329902,-268781,5185,3.423,35.8,-25894.12331406551,31782.46628131021,57676.58959537572,17.7498,0.00019999999999953388,-268781,0,0.20699921060419912
SF13091,Karnataka,Ludhiana,Maize,Kharif,14.39,1028.8,28.8,59.4,6.2,5.33,23.6,94.6,56.3,114.4,Drip,206.5,5.86,0.98,0.41,5.9,18479,999667,109026,-890641,8044,0.733,51.3,-61893.050729673385,7576.511466296039,69469.56219596943,5.8999,0.00010000000000065512,-890641,0,0.12017875238769883
SF13092,Madhya Pradesh,Rajkot,Pulses,Kharif,11.31,904.6,26.7,53.8,6.6,6.43,34.7,83.4,29.1,110.6,Sprinkler,158.9,4.55,0.87,1.05,11.88,72887,674945,865898,190953,4603,2.581,55.9,16883.554376657823,76560.3890362511,59676.834659593274,11.8755,0.0045000000000001705,190953,0,0.1642570192607048
SF13093,Punjab,Krishna,Pulses,Kharif,12.95,414.9,26.8,71.0,6.4,6.43,30.9,105.3,53.0,107.6,Drip,225.6,5.76,0.7,1.43,18.52,75673,966588,1401464,434876,4371,4.237,47.8,33581.158301158306,108221.15830115831,74640.0,18.5185,0.0015000000000000568,434876,0,0.20589610570123001
SF13094,Maharashtra,Erode,Wheat,Kharif,5.57,903.7,33.6,78.5,7.7,7.34,32.8,69.1,59.7,77.1,Flood,237.5,6.11,0.86,1.56,8.69,24514,459010,213027,-245983,4535,1.916,64.4,-44162.118491921006,38245.42190305206,82407.54039497307,8.689200000000001,0.0007999999999981355,-245983,0,0.11774117744121562
SF13095,Punjab,Guntur,Rice,Zaid,5.75,515.1,29.2,60.0,9.9,7.78,11.0,100.4,52.4,131.5,Drip,196.8,6.56,0.83,0.92,5.29,25555,465649,135186,-330463,5678,0.932,32.4,-57471.82608695652,23510.608695652172,80982.43478260869,5.29,0.0,-330463,0,0.20448600267991665
SF13096,Gujarat,Ludhiana,Wheat,Rabi,7.27,515.8,23.6,51.4,7.9,6.31,18.2,124.1,33.9,59.2,Sprinkler,135.5,5.18,0.89,2.7,19.63,19274,486696,378349,-108347,4362,4.5,43.9,-14903.301237964237,52042.50343878955,66945.80467675379,19.629,0.0009999999999976694,-108347,0,0.1961666667795211
SF13097,Maharashtra,Nalgonda,Cotton,Rabi,12.63,523.7,25.8,49.0,8.4,7.0,28.4,93.6,29.9,104.2,Drip,119.6,4.11,0.83,1.93,24.38,69663,858100,1698384,840284,7785,3.132,46.0,66530.79968329374,134472.20902612826,67941.40934283452,24.3759,0.00409999999999755,840284,0,0.22792048491175476
SF13098,Gujarat,Raichur,Pulses,Kharif,2.47,559.8,30.9,70.1,5.7,6.72,31.9,131.5,61.9,111.7,Flood,261.6,6.14,0.72,1.49,3.68,78807,168653,290010,121357,1154,3.189,36.8,49132.388663967606,117412.95546558703,68280.56680161942,3.6803000000000003,-0.000300000000000189,121357,0,0.2209223299084569
SF13099,Tamil Nadu,Raichur,Cotton,Kharif,13.61,854.3,32.0,79.3,7.9,6.46,35.9,161.4,29.7,104.3,Flood,244.0,8.01,0.8,1.46,19.87,68362,1017543,1358353,340810,13051,1.522,57.7,25041.146216017634,99805.51065393093,74764.3644379133,19.8706,-0.0005999999999986017,340810,0,0.16356719488580929
SF13100,Gujarat,Indore,Maize,Rabi,14.69,467.5,28.8,53.3,7.1,6.35,26.1,189.0,74.2,141.7,Flood,111.6,3.7,0.96,3.66,53.77,21432,949149,1152399,203250,10420,5.16,50.7,13835.942818243704,78447.85568413888,64611.91286589517,53.7654,0.00460000000000349,203250,0,0.1948694323101834
SF13101,Maharashtra,Guntur,Cotton,Rabi,5.52,354.2,22.9,67.0,7.8,7.78,27.7,85.8,43.6,155.5,Flood,136.8,3.84,0.68,0.37,2.04,65045,359155,132692,-226463,5659,0.36,44.1,-41025.905797101455,24038.40579710145,65064.3115942029,2.0423999999999998,-0.0023999999999997357,-226463,0,0.17131509943836903
SF13102,Tamil Nadu,Guntur,Groundnut,Rabi,6.58,336.4,25.6,63.4,8.7,5.66,28.2,117.3,44.1,49.0,Rainfed,235.1,2.59,0.75,0.44,2.9,59883,441272,173661,-267611,1682,1.724,54.9,-40670.36474164134,26392.24924012158,67062.61398176292,2.8952,0.0047999999999999154,-267611,0,0.1416698281305666
SF13103,Madhya Pradesh,Ludhiana,Rice,Rabi,1.58,440.3,23.5,44.3,6.4,6.73,24.3,92.1,47.2,130.7,Drip,210.9,4.88,0.89,4.0,6.32,20594,95971,130154,34183,2255,2.803,30.7,21634.810126582277,82375.9493670886,60741.13924050632,6.32,0.0,34183,0,0.2400292475507838
SF13104,Tamil Nadu,Nalgonda,Chilli,Zaid,5.96,80.0,28.4,44.1,10.8,6.04,29.1,106.1,39.9,138.0,Flood,210.6,5.44,0.98,0.87,5.19,87935,394657,456383,61726,4860,1.068,17.6,10356.711409395974,76574.3288590604,66217.61744966442,5.1852,0.0048000000000003595,61726,0,0.26716588022600063
SF13105,Karnataka,Warangal,Wheat,Kharif,6.4,1115.9,27.5,68.8,7.4,6.96,30.2,125.9,56.0,126.6,Sprinkler,153.1,5.12,0.89,2.82,18.05,21179,384193,382281,-1912,3166,5.701,59.5,-298.75,59731.40625,60030.15625,18.048,0.0020000000000024443,-1912,0,0.15870830478973125
SF13106,Gujarat,Krishna,Wheat,Kharif,13.99,774.7,30.8,84.8,5.6,6.76,29.9,134.2,47.6,75.0,Flood,278.6,6.82,0.95,3.12,43.65,23713,1105441,1035072,-70369,11090,3.936,48.2,-5029.949964260186,73986.56182987848,79016.51179413867,43.6488,0.0011999999999972033,-70369,0,0.18439187625694883
SF13107,Andhra Pradesh,Krishna,Groundnut,Rabi,2.47,641.7,22.1,56.6,6.9,6.7,33.3,134.9,44.1,72.7,Flood,167.4,5.45,0.66,1.8,4.45,57251,158033,254767,96734,1457,3.054,48.0,39163.562753036436,103144.53441295546,63980.97165991902,4.446000000000001,0.0039999999999995595,96734,0,0.1867444156561956
SF13108,Tamil Nadu,Warangal,Rice,Rabi,2.91,294.6,26.1,68.1,9.2,5.62,19.5,132.2,79.1,116.6,Flood,143.1,5.28,0.91,0.78,2.27,19925,193905,45230,-148675,4829,0.47,46.6,-51091.06529209622,15542.95532646048,66634.0206185567,2.2698,0.00019999999999997797,-148675,0,0.1688494280445341
SF13109,Punjab,Nashik,Pulses,Kharif,0.87,1007.7,27.4,63.5,6.6,6.6,40.2,92.2,51.4,153.8,Rainfed,217.0,6.1,0.86,1.25,1.09,71571,63861,78012,14151,173,6.301,45.7,16265.51724137931,89668.96551724138,73403.44827586207,1.0875,0.0025000000000001688,14151,0,0.19857936995689762
SF13110,Tamil Nadu,Nashik,Rice,Rabi,5.03,478.7,27.1,66.1,6.9,6.55,20.4,154.7,91.0,132.8,Drip,145.9,6.78,0.73,4.94,24.85,22070,334086,548440,214354,7054,3.523,30.9,42615.10934393638,109033.7972166998,66418.68787276342,24.848200000000002,0.0017999999999993577,214354,0,0.2524124969487053
SF13111,Karnataka,Erode,Pulses,Kharif,2.23,792.0,27.7,68.1,6.3,5.95,32.1,91.9,58.0,72.3,Flood,182.0,4.72,0.68,0.7,1.56,66505,147238,103748,-43490,857,1.82,63.3,-19502.24215246637,46523.7668161435,66026.00896860987,1.561,-0.0009999999999998899,-43490,0,0.1280283214811821
SF13112,Tamil Nadu,Ludhiana,Maize,Rabi,11.18,421.0,25.8,59.1,5.6,6.46,21.5,151.2,67.1,77.2,Flood,219.4,3.69,0.94,3.94,44.05,19065,889112,839813,-49299,8925,4.936,45.7,-4409.570661896243,75117.44186046511,79527.01252236136,44.0492,0.0007999999999981355,-49299,0,0.19798814690366126
SF13113,Maharashtra,Raichur,Wheat,Kharif,7.16,999.7,29.4,71.8,7.9,6.96,32.8,84.4,37.9,125.0,Drip,163.2,7.04,1.0,2.98,21.34,25608,429742,546475,116733,3481,6.13,48.4,16303.491620111732,76323.32402234637,60019.832402234635,21.3368,0.0031999999999996476,116733,0,0.19905417290638525
SF13114,Madhya Pradesh,Krishna,Groundnut,Rabi,6.64,728.8,25.5,76.3,7.1,5.72,24.8,168.3,73.3,88.3,Drip,262.4,2.49,0.9,0.8,5.31,59230,434464,314511,-119953,2566,2.069,55.5,-18065.210843373494,47366.114457831325,65431.32530120482,5.312,-0.002000000000000668,-119953,0,0.1487355714377141
SF13115,Maharashtra,Krishna,Cotton,Kharif,9.54,779.9,28.9,62.6,5.6,7.85,30.3,109.3,15.0,102.7,Flood,40.0,8.37,0.82,0.4,3.82,68812,472009,262862,-209147,8787,0.435,52.2,-21923.16561844864,27553.668763102727,49476.834381551365,3.816,0.0040000000000000036,-209147,0,0.1482956887027082
SF13116,Madhya Pradesh,Rajkot,Cotton,Kharif,7.12,613.6,26.5,85.7,5.6,7.21,27.2,122.1,82.1,107.1,Rainfed,180.4,2.78,0.97,1.57,11.18,78524,493069,877898,384829,3014,3.709,63.1,54049.01685393258,123300.2808988764,69251.26404494382,11.1784,0.0015999999999998238,384829,0,0.15666297316009875
SF13117,Gujarat,Raichur,Pulses,Rabi,4.4,551.0,23.1,56.0,7.1,6.8,24.5,124.3,44.1,104.6,Flood,149.7,1.86,0.67,1.22,5.37,66969,291361,359624,68263,2167,2.478,47.9,15514.31818181818,81732.72727272726,66218.40909090909,5.368,0.0019999999999997797,68263,0,0.18247437504133224
SF13118,Madhya Pradesh,Warangal,Rice,Kharif,3.6,1008.1,31.7,73.5,7.4,6.23,42.6,120.6,36.7,98.0,Drip,79.3,8.14,0.74,2.61,9.4,23106,220942,217196,-3746,4731,1.987,56.3,-1040.5555555555554,60332.22222222222,61372.777777777774,9.395999999999999,0.004000000000001336,-3746,0,0.15598386069587877
SF13119,Madhya Pradesh,Raichur,Sugarcane,Zaid,14.86,305.9,31.4,43.1,7.2,6.2,17.1,125.4,27.3,130.4,Sprinkler,137.1,2.97,0.77,41.63,618.62,3609,928202,2232600,1304398,30397,20.351,47.6,87779.13862718709,150242.26110363394,62463.12247644684,618.6218,-0.0018000000000029104,1304398,0,0.3969482258870345
SF13120,Madhya Pradesh,Indore,Wheat,Zaid,2.94,254.7,32.4,68.2,5.9,5.56,19.1,124.1,47.4,121.9,Rainfed,279.1,3.54,0.84,0.41,1.21,24007,210537,29048,-181489,957,1.264,57.1,-61730.95238095238,9880.272108843537,71611.22448979592,1.2053999999999998,0.0046000000000001595,-181489,0,0.13761011256724665
SF13121,Karnataka,Ludhiana,Groundnut,Kharif,11.93,1040.1,27.3,73.1,6.2,5.46,29.5,65.2,64.3,144.0,Flood,189.1,2.58,0.67,0.3,3.58,47382,790189,169628,-620561,9280,0.386,65.4,-52016.84828164292,14218.608549874267,66235.45683151718,3.5789999999999997,0.001000000000000334,-620561,0,0.08938972448938066
SF13122,Karnataka,Guntur,Wheat,Rabi,13.62,498.9,23.6,58.2,7.9,6.69,25.9,123.0,65.8,118.1,Rainfed,178.4,5.16,0.95,2.58,35.14,19965,827462,701570,-125892,3936,8.928,46.2,-9243.171806167402,51510.27900146843,60753.45080763583,35.1396,0.00039999999999906777,-125892,0,0.20209471770252518
SF13123,Telangana,Raichur,Pulses,Rabi,11.23,209.0,23.0,63.5,7.2,7.23,28.2,130.5,52.0,83.1,Flood,204.1,0.5,0.73,0.71,7.97,72257,692515,575888,-116627,5561,1.433,49.5,-10385.307212822796,51281.21104185218,61666.51825467498,7.9733,-0.0033000000000003027,-116627,0,0.16455067287626873
SF13124,Karnataka,Erode,Chilli,Kharif,14.02,802.2,31.5,64.8,9.5,6.12,21.1,70.0,56.2,107.2,Flood,249.3,4.45,0.73,1.52,21.31,94499,1077598,2013774,936176,11911,1.789,58.6,66774.32239657632,143635.8059914408,76861.48359486448,21.3104,-0.0004000000000026205,936176,0,0.18961652168375612
SF13125,Madhya Pradesh,Nashik,Groundnut,Rabi,4.01,552.6,23.0,69.1,7.8,7.63,35.3,220.0,71.4,30.0,Drip,203.2,6.78,0.92,0.86,3.45,58397,245286,201470,-43816,1549,2.227,49.1,-10926.683291770574,50241.89526184539,61168.57855361596,3.4486,0.00140000000000029,-43816,0,0.17199812071057768
